Route ID,Driver ID,Manifest,Delivery Duration (hours),Date,Fuel Price per Gallon (USD),Actual Distance (miles),Planned Distance (miles),Weather Conditions,Traffic Conditions,Driver Ratings,Customer Satisfaction,Delays (hours),Warehouse Storage Costs (USD),Truck Maintenance Costs (USD),Load Type,Load Weight (tons),Route Type,Truck Type,Driver Experience,Delivery Window,Truck Condition,Labor Costs (USD),Fuel Type,Toll Costs (USD),Parking Costs (USD),Time Idling (hours),Miles per Gallon,Calculated Fuel Cost (USD),Idle Cost (USD),Fuel Cost Per Mile,Total Operational Cost (USD),Weather Severity,Weather Severity Score
LAS/JFK,YN4369,9420225,9.94,2023-11-04,3.5,2344.6,560.58,Fog,Moderate,3.74,Satisfied,2.89,72.2,1931.11,Oversized,13.28,Urban,Box Truck,Intermediate,Morning,3,71.01,Gasoline,8.76,28.09,1.62,7.7,1066.02,2.83,0.45,3109.01,0,0
BNA/SFO,FD5789,9109792,7.68,2023-05-09,4.5,2849.43,240.0,Snow,Light,3.65,Neutral,1.37,111.52,1330.56,Fragile,8.45,Urban,Flatbed,Senior,Afternoon,1,149.98,Diesel,42.82,8.66,1.49,6.98,1836.45,3.35,0.64,3333.36,3,3
MCO/DFW,MC3097,8784430,8.84,2023-06-16,4.0,199.68,1336.07,Clear,Light,1.6,Very Dissatisfied,2.83,119.16,1288.69,Standard,10.86,Interstate,Semi,Intermediate,Morning,5,142.1,Gasoline,33.19,12.53,0.02,6.24,127.96,0.05,0.64,1581.57,1,0
BOI/ATL,JY7574,6711887,7.78,2023-02-21,4.5,846.47,2764.31,Heavy Rain,Severe,4.12,Very Dissatisfied,3.62,191.92,943.61,Perishable,0.66,Interstate,Box Truck,Senior,Morning,3,149.17,Diesel,2.37,19.54,0.92,6.37,597.52,2.08,0.71,1757.05,0,0
MIA/SAN,SD6855,6085390,8.61,2023-05-19,4.5,2076.99,1968.81,Light Rain,Severe,4.22,Dissatisfied,2.33,65.71,911.35,Oversized,5.24,Urban,Box Truck,Intermediate,Afternoon,5,176.28,Gasoline,7.12,4.87,1.95,7.12,1313.43,4.38,0.63,2306.87,0,0
MSP/JFK,BM7384,5092388,6.66,2023-10-04,4.5,2901.42,390.25,Light Rain,Moderate,3.63,Dissatisfied,1.88,65.63,1748.4,Fragile,15.73,Suburban,Semi,Intermediate,Morning,3,161.67,Gasoline,25.14,20.41,1.28,6.84,1908.7,2.89,0.66,3771.17,1,1
DEN/CLE,XR1239,9419068,1.02,2023-10-10,4.5,931.24,1655.34,Snow,Moderate,3.12,Satisfied,1.82,59.59,1937.42,Standard,14.33,Interstate,Semi,Intermediate,Evening,3,153.18,Gasoline,24.67,20.83,0.71,6.88,609.37,1.59,0.65,2653.48,1,1
SAN/CLT,GM6281,7354082,7.73,2023-07-24,3.5,2089.42,2737.16,Clear,Heavy,3.59,Very Satisfied,3.6,121.41,1220.29,Perishable,4.44,Interstate,Flatbed,Senior,Overnight,1,189.76,Gasoline,34.83,22.53,1.77,7.06,1036.1,3.1,0.5,2438.25,1,0
SEA/SLC,BN3476,5240964,6.42,2023-02-12,4.5,1135.26,2801.9,Clear,Heavy,2.26,Very Satisfied,0.79,102.06,897.89,Oversized,7.34,Suburban,Flatbed,Intermediate,Afternoon,1,67.69,Gasoline,13.8,21.39,1.55,7.75,659.58,3.49,0.58,1698.21,0,0
MCO/CMH,JA5551,7145841,5.35,2023-07-24,4.5,2172.88,2782.67,Clear,Severe,2.71,Very Satisfied,2.56,111.1,965.03,Fragile,7.98,Interstate,Flatbed,Intermediate,Afternoon,2,151.35,Diesel,3.64,25.48,1.06,7.61,1284.75,2.39,0.59,2392.39,1,0
LAS/CLE,ZQ1047,9125980,5.29,2023-12-11,4.5,1258.47,2392.93,Heavy Rain,Heavy,3.57,Very Dissatisfied,0.29,113.46,1322.87,Oversized,18.95,Interstate,Semi,Intermediate,Morning,3,76.95,Diesel,45.4,10.86,0.82,6.72,842.59,1.85,0.67,2337.02,0,0
BNA/DTW,QH1033,3136853,5.0,2023-05-03,4.5,1439.84,2217.41,Clear,Heavy,4.42,Dissatisfied,0.73,184.06,1482.43,Perishable,13.52,Urban,Semi,Junior,Afternoon,2,150.36,Gasoline,42.74,10.5,1.14,6.94,934.17,2.56,0.65,2656.47,3,0
SAN/MCO,RO6663,8439398,1.53,2023-09-19,4.5,1698.36,1164.58,Fog,Moderate,2.76,Very Satisfied,3.47,190.99,1417.46,Perishable,17.85,Urban,Semi,Junior,Overnight,5,163.83,Diesel,26.16,21.99,1.39,6.24,1224.21,3.12,0.72,2883.93,1,1
DCA/DFW,VJ6976,7119430,7.9,2023-09-26,4.5,2002.56,2210.45,Heavy Rain,Moderate,1.18,Satisfied,0.43,97.84,1430.41,Standard,12.9,Interstate,Semi,Senior,Afternoon,3,146.61,Gasoline,48.87,1.69,0.51,7.48,1204.91,1.14,0.6,2784.86,2,2
PHX/MCO,IH2654,8541582,7.48,2023-10-14,3.5,2326.23,103.54,Light Rain,Severe,4.45,Very Dissatisfied,1.82,110.88,1517.87,Standard,19.64,Interstate,Flatbed,Junior,Evening,3,133.4,Gasoline,4.47,1.94,1.65,6.46,1259.74,2.88,0.54,2897.78,1,1
MCO/MSP,BQ3667,6303531,2.72,2023-03-18,3.5,2962.91,2167.61,Clear,Severe,3.41,Satisfied,4.9,112.08,1296.57,Standard,19.09,Urban,Semi,Intermediate,Overnight,1,162.76,Diesel,8.99,19.48,1.36,6.74,1539.42,2.39,0.52,2978.92,1,0
JFK/CLT,ZO3802,1676972,7.32,2023-10-28,3.5,2698.07,1182.22,Clear,Heavy,4.6,Very Dissatisfied,0.19,146.52,1116.52,Standard,9.86,Suburban,Semi,Junior,Overnight,4,168.37,Diesel,12.15,7.34,1.47,6.94,1361.11,2.58,0.5,2646.22,3,0
SAN/DTW,JG8521,5378297,8.31,2023-01-13,3.5,1559.97,235.52,Heavy Rain,Light,3.45,Satisfied,4.35,150.85,1763.75,Fragile,13.43,Urban,Semi,Intermediate,Morning,1,163.31,Gasoline,2.02,14.03,1.1,6.97,783.68,1.92,0.5,2716.25,3,3
MSP/DEN,EZ9755,4663910,5.66,2023-03-03,4.5,2803.21,1775.81,Light Rain,Moderate,3.49,Satisfied,1.17,93.75,1040.4,Standard,14.7,Interstate,Box Truck,Junior,Overnight,4,29.05,Diesel,47.83,27.84,1.21,7.47,1689.37,2.73,0.6,2901.91,3,3
CMH/SAN,EI1645,2209284,3.7,2023-06-18,4.5,291.86,2464.68,Snow,Light,3.65,Neutral,1.12,137.65,814.49,Perishable,18.41,Suburban,Box Truck,Intermediate,Evening,4,198.36,Gasoline,14.05,28.8,1.79,6.88,190.84,4.03,0.65,1189.86,3,3
MIA/ORD,KZ8604,8709841,6.35,2023-01-01,4.0,1506.64,881.21,Fog,Light,1.19,Neutral,2.39,93.75,1361.81,Oversized,4.71,Interstate,Semi,Intermediate,Afternoon,3,98.28,Diesel,41.93,9.67,1.15,7.52,801.8,2.29,0.53,2311.25,3,3
BOI/PHX,FN7048,4627142,5.64,2023-01-08,3.5,613.11,2652.31,Heavy Rain,Heavy,2.85,Dissatisfied,3.24,198.98,1603.93,Oversized,9.19,Suburban,Semi,Intermediate,Evening,4,66.11,Gasoline,28.44,25.02,1.18,7.65,280.62,2.06,0.46,2139.05,2,2
LAS/SEA,VH7606,8375280,8.13,2023-04-05,4.0,1399.37,2026.81,Snow,Moderate,2.98,Satisfied,3.75,113.81,1736.81,Standard,11.02,Suburban,Box Truck,Junior,Afternoon,1,171.29,Gasoline,18.73,23.59,0.52,7.7,726.52,1.04,0.52,2620.49,1,1
ATL/JFK,BO4692,8821586,8.08,2023-05-15,4.0,1654.42,1120.09,Clear,Light,4.64,Very Satisfied,4.08,108.68,1754.94,Oversized,7.45,Suburban,Semi,Junior,Afternoon,2,78.19,Gasoline,36.67,26.05,1.18,7.71,858.48,2.35,0.52,2787.17,3,0
MCO/BOI,CX2831,4891929,7.95,2023-12-11,4.5,1213.63,2331.43,Snow,Moderate,3.37,Dissatisfied,3.18,110.89,609.59,Oversized,13.34,Urban,Semi,Senior,Morning,4,190.1,Diesel,20.94,10.36,0.09,7.48,730.35,0.19,0.6,1482.34,0,0
MCO/DTW,ZP6769,2411074,1.59,2023-01-13,4.5,2256.98,2508.78,Clear,Moderate,3.19,Very Dissatisfied,4.07,62.95,1904.12,Oversized,8.29,Suburban,Flatbed,Junior,Morning,5,172.04,Gasoline,20.72,2.5,1.17,6.26,1622.36,2.63,0.72,3615.29,3,0
CLT/BNA,HB1095,5744388,5.23,2023-09-06,3.5,2871.04,1181.98,Clear,Light,2.69,Very Satisfied,1.34,120.52,990.68,Fragile,14.58,Urban,Semi,Junior,Afternoon,3,162.22,Gasoline,39.18,19.81,1.81,6.72,1496.13,3.16,0.52,2669.48,2,0
CLT/LAX,XR6656,8988340,6.27,2023-02-08,4.5,181.66,1132.81,Fog,Moderate,3.83,Satisfied,0.47,67.87,1883.99,Fragile,3.79,Interstate,Box Truck,Junior,Evening,4,137.3,Gasoline,34.53,26.78,1.3,7.45,109.71,2.92,0.6,2125.8,0,0
MIA/CLT,SE3055,6645501,1.07,2023-06-30,4.5,1836.57,2927.38,Fog,Heavy,3.65,Very Dissatisfied,2.74,94.72,1390.79,Oversized,1.23,Suburban,Box Truck,Junior,Afternoon,4,179.11,Diesel,30.55,6.07,0.6,6.66,1240.55,1.36,0.68,2764.04,2,2
LAX/CMH,SU9798,8871772,9.11,2023-04-13,4.0,2622.91,422.71,Fog,Light,4.53,Neutral,0.8,82.08,809.38,Standard,7.13,Urban,Semi,Senior,Morning,4,93.53,Diesel,17.73,18.04,0.15,6.38,1643.98,0.29,0.63,2571.5,1,1
BOI/SFO,SM2095,4787366,2.82,2023-10-09,4.0,1436.78,1670.76,Light Rain,Light,1.01,Very Dissatisfied,2.13,142.19,1952.41,Oversized,15.9,Suburban,Box Truck,Senior,Evening,2,26.31,Diesel,16.3,6.13,1.03,7.93,724.96,2.06,0.5,2844.06,1,1
BOI/STL,VB4865,6235871,8.7,2023-02-14,4.0,2124.0,1000.52,Light Rain,Light,2.58,Neutral,0.22,194.49,1916.33,Standard,4.6,Urban,Semi,Junior,Evening,4,173.41,Diesel,41.91,22.03,0.67,7.37,1153.53,1.33,0.54,3329.62,3,3
CMH/LAX,HV6227,1258283,5.19,2023-01-24,3.5,2217.18,411.17,Fog,Heavy,3.43,Satisfied,2.75,54.52,1589.86,Oversized,16.42,Suburban,Semi,Senior,Morning,5,184.48,Diesel,20.17,28.94,0.3,6.88,1128.53,0.52,0.51,2822.54,1,1
BNA/SEA,BV4298,8773679,7.81,2023-03-15,4.0,1658.7,1221.67,Clear,Light,1.71,Dissatisfied,0.17,139.71,1795.49,Fragile,11.26,Urban,Flatbed,Junior,Evening,1,99.18,Diesel,22.81,27.84,0.17,7.92,837.26,0.33,0.5,2823.44,3,0
DTW/SEA,FE2759,3277415,3.92,2023-11-25,3.5,302.26,2773.35,Fog,Moderate,4.68,Satisfied,0.85,103.69,831.37,Standard,17.7,Urban,Flatbed,Junior,Afternoon,1,123.89,Gasoline,32.49,10.04,0.55,7.3,144.91,0.97,0.48,1123.46,3,3
LAS/DEN,GU4771,2938456,7.78,2023-08-17,4.5,341.83,354.34,Heavy Rain,Light,1.52,Dissatisfied,1.68,143.57,1591.95,Standard,2.31,Suburban,Semi,Junior,Evening,5,108.67,Diesel,14.15,6.22,0.02,7.84,196.16,0.05,0.57,1952.11,3,3
MCO/JFK,HL4366,4622186,2.03,2023-07-10,4.5,1360.0,1085.17,Snow,Light,4.24,Neutral,2.59,92.45,1796.05,Fragile,8.18,Urban,Box Truck,Senior,Evening,4,179.0,Diesel,31.84,8.41,0.85,6.84,895.22,1.9,0.66,2825.88,3,3
MIA/PHX,XX7694,7768461,2.51,2023-10-09,3.5,1917.0,1911.82,Heavy Rain,Moderate,3.52,Very Satisfied,4.42,117.04,1912.82,Standard,9.96,Suburban,Flatbed,Senior,Afternoon,1,162.95,Diesel,1.41,0.31,0.24,6.63,1011.77,0.42,0.53,3043.77,3,3
SEA/BNA,TN7756,5680638,4.12,2023-01-13,4.5,1787.65,976.9,Light Rain,Moderate,1.6,Dissatisfied,3.46,163.0,1175.38,Fragile,18.07,Urban,Box Truck,Intermediate,Overnight,4,174.52,Gasoline,12.03,5.88,0.17,7.99,1006.26,0.38,0.56,2362.93,0,0
LAX/DCA,KQ2829,5678960,9.36,2023-05-21,3.5,907.05,2099.04,Snow,Moderate,3.35,Very Dissatisfied,3.94,83.05,1598.12,Fragile,1.8,Interstate,Flatbed,Junior,Evening,1,95.95,Diesel,9.22,5.16,0.9,7.88,402.94,1.57,0.44,2100.07,2,2
MSP/BNA,ZV9889,6813790,7.64,2023-01-21,4.5,645.59,516.82,Snow,Moderate,2.86,Very Satisfied,3.91,94.22,829.76,Oversized,5.15,Interstate,Semi,Junior,Evening,1,35.32,Diesel,12.94,8.52,0.07,7.2,403.28,0.17,0.62,1348.89,2,2
PHX/SAN,YV9396,3093201,2.5,2023-02-05,3.5,564.38,505.01,Snow,Severe,1.13,Dissatisfied,2.69,128.83,1183.72,Fragile,16.25,Urban,Semi,Senior,Evening,2,176.19,Diesel,21.61,16.06,0.96,6.51,303.48,1.68,0.54,1655.37,3,3
MCO/DCA,JI8460,3168475,1.93,2023-02-11,4.5,1945.07,2724.29,Fog,Light,4.67,Dissatisfied,4.74,51.3,1753.17,Perishable,17.97,Urban,Semi,Intermediate,Evening,5,23.03,Gasoline,48.6,8.94,1.8,6.46,1354.61,4.06,0.7,3220.69,2,2
MSP/SLC,RM5347,2593195,7.64,2023-09-07,3.5,2346.24,782.06,Fog,Severe,3.61,Dissatisfied,2.97,135.34,542.06,Standard,2.41,Interstate,Semi,Junior,Afternoon,2,104.81,Gasoline,33.4,24.44,0.3,6.82,1204.0,0.53,0.51,1939.77,1,1
CLE/MCO,BY1140,5058055,8.59,2023-01-18,3.5,1249.68,1632.32,Clear,Heavy,1.97,Very Satisfied,4.91,84.23,1396.58,Standard,7.18,Suburban,Box Truck,Junior,Overnight,3,97.99,Gasoline,15.9,22.78,0.65,7.59,576.04,1.13,0.46,2096.66,1,0
LAX/MCO,WT9277,7089719,7.28,2023-11-08,4.0,499.14,517.98,Light Rain,Heavy,2.8,Very Satisfied,2.76,189.0,808.5,Fragile,18.95,Urban,Flatbed,Senior,Morning,1,183.8,Diesel,2.74,5.65,1.97,6.2,322.03,3.95,0.65,1331.87,3,3
DFW/BNA,GO1466,3014570,7.26,2023-12-01,4.5,2640.95,326.55,Snow,Heavy,3.72,Neutral,4.37,180.89,1216.95,Standard,6.76,Suburban,Box Truck,Junior,Evening,2,81.96,Gasoline,36.05,9.36,1.41,6.66,1783.15,3.16,0.68,3229.55,2,2
SEA/ATL,BW2084,4423569,1.93,2023-06-21,4.5,2475.93,2426.93,Fog,Severe,3.14,Satisfied,1.23,65.81,1144.43,Standard,11.13,Urban,Box Truck,Intermediate,Overnight,1,150.31,Diesel,12.13,29.18,1.09,7.67,1452.2,2.46,0.59,2706.21,3,3
IAH/STL,VH4239,2248081,7.56,2023-05-27,4.0,1899.58,1360.92,Fog,Severe,2.88,Satisfied,1.83,119.64,1388.91,Fragile,15.43,Interstate,Semi,Intermediate,Overnight,4,122.86,Diesel,48.85,12.35,0.89,6.57,1155.87,1.77,0.61,2727.4,2,2
SEA/LAX,KZ5211,4497145,3.28,2023-12-27,4.0,1166.68,1418.87,Light Rain,Severe,4.18,Neutral,0.97,60.43,644.41,Perishable,1.7,Interstate,Semi,Junior,Overnight,2,45.55,Diesel,45.06,22.29,1.79,7.63,611.84,3.57,0.52,1387.61,2,2
DTW/BNA,UN5852,6073099,7.73,2023-05-31,3.5,2582.49,2540.21,Heavy Rain,Heavy,4.82,Neutral,1.72,139.5,786.86,Standard,4.63,Interstate,Semi,Junior,Evening,1,71.63,Diesel,44.96,20.02,0.43,6.4,1412.27,0.74,0.55,2404.36,1,1
JFK/ORD,KE6258,2838977,6.99,2023-04-07,4.5,2299.86,2998.5,Snow,Moderate,1.24,Very Satisfied,2.24,117.6,689.8,Perishable,2.79,Suburban,Semi,Intermediate,Afternoon,2,160.13,Diesel,26.42,19.76,0.7,6.02,1718.06,1.56,0.75,2573.2,0,0
CMH/MCO,SG3136,2182334,3.72,2023-09-05,3.5,2791.98,1488.18,Clear,Light,2.6,Neutral,1.18,139.4,1537.05,Oversized,7.68,Urban,Box Truck,Junior,Evening,5,178.88,Gasoline,33.88,6.98,1.65,7.41,1318.45,2.89,0.47,3038.66,3,0
JFK/STL,MM7852,3479502,9.56,2023-05-31,4.5,791.79,2101.55,Clear,Moderate,1.96,Very Dissatisfied,2.63,119.0,928.82,Fragile,5.46,Suburban,Semi,Junior,Overnight,1,176.42,Gasoline,23.99,2.97,1.23,6.36,559.95,2.76,0.71,1637.49,3,0
JFK/ORD,HO5961,3212286,9.73,2023-07-05,4.0,772.67,866.3,Heavy Rain,Light,4.02,Neutral,3.75,158.65,797.14,Oversized,15.78,Urban,Flatbed,Junior,Overnight,3,61.67,Diesel,40.49,17.12,1.79,7.05,438.38,3.57,0.57,1455.36,0,0
LAX/MCO,JH2222,6421826,9.89,2023-09-04,4.0,1973.84,2658.68,Heavy Rain,Light,1.26,Very Satisfied,0.75,168.92,1068.23,Perishable,18.77,Urban,Flatbed,Senior,Overnight,1,58.91,Diesel,5.03,1.85,1.02,7.21,1094.81,2.04,0.55,2340.88,2,2
DFW/ATL,EH1765,4858253,3.42,2023-02-14,4.0,464.63,2351.82,Snow,Heavy,1.08,Satisfied,2.1,154.68,1980.66,Fragile,10.54,Suburban,Semi,Junior,Evening,3,120.53,Diesel,29.67,5.24,1.59,7.7,241.32,3.18,0.52,2414.75,3,3
SAN/LAX,WC3153,9197835,5.12,2023-05-09,3.5,1631.35,916.66,Heavy Rain,Light,2.25,Neutral,3.82,153.06,1942.69,Oversized,10.8,Interstate,Box Truck,Junior,Evening,1,84.78,Gasoline,46.81,13.53,0.98,6.99,816.77,1.71,0.5,2974.57,2,2
ORD/BNA,AQ6572,2943318,6.79,2023-08-11,4.5,1891.4,2667.66,Snow,Severe,1.06,Dissatisfied,1.11,176.23,1035.51,Perishable,0.76,Urban,Box Truck,Intermediate,Overnight,4,31.81,Gasoline,21.99,28.14,0.52,7.31,1165.12,1.16,0.62,2428.17,1,1
DTW/SAN,MK9738,6235285,1.53,2023-01-03,4.0,1738.24,528.9,Light Rain,Severe,4.58,Satisfied,2.07,180.65,1787.17,Perishable,14.41,Interstate,Flatbed,Intermediate,Afternoon,5,199.06,Diesel,35.2,25.53,0.87,7.48,929.06,1.74,0.53,2959.34,0,0
ORD/SEA,RB9896,8690551,3.63,2023-01-09,4.0,2371.21,295.59,Clear,Moderate,3.73,Very Satisfied,2.63,67.03,1824.42,Standard,8.84,Urban,Semi,Intermediate,Evening,5,143.01,Diesel,47.77,6.19,1.63,7.47,1270.04,3.25,0.54,3218.7,3,0
SEA/CLT,DI9423,4139028,3.72,2023-01-25,4.0,345.36,2730.33,Clear,Moderate,2.96,Very Dissatisfied,4.72,76.09,1702.44,Oversized,11.57,Urban,Flatbed,Senior,Evening,1,92.95,Diesel,35.18,5.62,1.57,7.73,178.69,3.14,0.52,2001.16,2,0
CMH/SFO,XY4439,6710893,4.66,2023-08-31,4.0,2422.21,2638.59,Clear,Light,1.34,Neutral,4.74,87.31,1172.91,Oversized,3.27,Interstate,Semi,Senior,Morning,4,106.84,Diesel,48.62,20.74,0.88,6.53,1484.01,1.76,0.61,2815.35,0,0
IAH/DFW,QH9846,2972605,7.18,2023-09-28,3.5,2485.76,679.95,Fog,Heavy,2.4,Dissatisfied,2.51,68.59,1549.94,Perishable,19.2,Urban,Semi,Intermediate,Morning,5,105.55,Gasoline,41.13,9.26,0.23,6.92,1257.78,0.41,0.51,2927.1,0,0
ATL/DFW,OZ2729,3070887,8.73,2023-02-13,3.5,2223.12,2486.9,Snow,Heavy,3.45,Neutral,1.59,112.51,1702.1,Oversized,17.23,Urban,Flatbed,Intermediate,Evening,4,135.35,Gasoline,29.77,13.57,0.05,7.95,979.15,0.09,0.44,2837.19,0,0
SAN/DCA,LW4971,1669685,8.34,2023-10-09,3.5,1045.4,103.63,Fog,Heavy,4.48,Neutral,3.77,103.93,1588.67,Fragile,6.48,Interstate,Semi,Senior,Evening,1,164.03,Gasoline,38.68,16.43,1.2,7.65,478.58,2.1,0.46,2228.4,3,3
STL/STL,NG4003,7234772,8.9,2023-04-14,3.5,1813.12,2953.35,Heavy Rain,Severe,1.48,Dissatisfied,0.38,94.75,1981.93,Standard,1.81,Suburban,Flatbed,Senior,Evening,4,94.32,Diesel,1.71,25.88,1.69,7.91,801.84,2.95,0.44,2909.07,1,1
DTW/BOS,SA9851,2423396,3.02,2023-11-11,3.5,1656.11,2692.95,Clear,Moderate,3.62,Neutral,3.41,149.26,1980.57,Oversized,7.66,Interstate,Box Truck,Intermediate,Evening,5,140.45,Gasoline,23.16,19.93,1.89,7.34,790.18,3.31,0.48,2966.41,3,0
SFO/BNA,TR5464,4964298,5.1,2023-03-26,3.5,1915.9,354.1,Heavy Rain,Moderate,3.12,Very Dissatisfied,1.15,151.71,1345.98,Oversized,2.06,Urban,Flatbed,Intermediate,Overnight,4,87.16,Gasoline,37.77,16.95,1.64,7.94,844.65,2.86,0.44,2399.92,1,1
MCO/CMH,OQ5134,5809713,3.56,2023-02-02,3.5,2225.25,1059.81,Clear,Heavy,4.43,Dissatisfied,3.99,107.02,1371.81,Perishable,2.5,Interstate,Semi,Junior,Overnight,2,79.9,Gasoline,0.76,22.57,1.7,7.43,1048.85,2.98,0.47,2553.98,1,0
DFW/DTW,YQ7569,3699748,6.73,2023-04-20,3.5,2280.11,1227.75,Snow,Heavy,1.27,Satisfied,1.51,92.04,1360.14,Standard,0.52,Interstate,Flatbed,Senior,Afternoon,4,101.33,Gasoline,40.79,25.67,0.99,6.19,1289.91,1.74,0.57,2810.3,1,1
STL/JFK,IK2570,2494462,8.2,2023-10-06,4.0,1154.26,891.81,Clear,Moderate,2.16,Very Satisfied,4.76,69.26,542.02,Oversized,17.97,Interstate,Box Truck,Junior,Afternoon,5,173.81,Gasoline,43.45,18.92,0.45,7.62,605.78,0.91,0.52,1280.35,0,0
MIA/MIA,KA8072,4573817,9.6,2023-06-13,3.5,520.13,1680.95,Snow,Heavy,1.53,Very Satisfied,3.46,87.72,1522.54,Perishable,10.45,Interstate,Box Truck,Intermediate,Morning,5,91.91,Gasoline,29.47,17.02,1.33,7.27,250.54,2.32,0.48,1909.61,0,0
LAX/SFO,WC3091,4801108,8.2,2023-04-13,4.0,2265.51,1425.89,Fog,Heavy,3.93,Very Dissatisfied,0.36,63.24,1665.38,Standard,17.34,Interstate,Semi,Junior,Morning,5,164.56,Diesel,4.02,28.81,0.92,7.42,1221.51,1.83,0.54,2984.79,2,2
MSP/MCO,TX5525,5326610,9.67,2023-04-02,3.5,418.48,2883.27,Fog,Moderate,1.87,Dissatisfied,2.62,179.53,1575.51,Oversized,6.55,Urban,Flatbed,Senior,Afternoon,3,76.15,Diesel,17.11,28.33,1.29,6.3,232.53,2.26,0.56,2035.27,0,0
BOI/ATL,GS2302,8097698,2.26,2023-05-01,4.5,1358.38,1799.81,Snow,Heavy,1.02,Neutral,2.67,143.79,1572.0,Standard,19.96,Suburban,Box Truck,Intermediate,Overnight,3,118.57,Diesel,19.46,25.94,1.51,6.68,915.62,3.4,0.67,2680.22,3,3
BNA/MCO,YF1786,9928652,5.59,2023-07-21,4.5,1314.86,956.36,Light Rain,Moderate,2.45,Dissatisfied,0.91,195.08,635.21,Standard,18.73,Interstate,Semi,Intermediate,Morning,5,98.29,Diesel,2.82,2.65,0.13,6.03,980.52,0.3,0.75,1816.58,2,2
DFW/SFO,VS2129,3680793,4.63,2023-05-31,4.5,2090.93,157.28,Fog,Light,2.43,Satisfied,3.19,191.46,768.11,Fragile,2.79,Interstate,Box Truck,Senior,Overnight,4,191.49,Diesel,48.66,15.05,0.5,7.91,1190.23,1.12,0.57,2214.63,1,1
CMH/IAH,XK7670,9737420,2.1,2023-05-26,4.0,843.23,2420.11,Clear,Light,3.82,Very Satisfied,2.51,194.37,700.98,Perishable,5.4,Interstate,Semi,Senior,Overnight,4,33.21,Diesel,0.99,22.91,1.01,7.6,443.55,2.02,0.53,1364.81,2,0
CLT/STL,EO7257,3186685,2.29,2023-08-20,3.5,160.97,647.77,Heavy Rain,Heavy,2.71,Very Satisfied,0.56,112.12,966.68,Oversized,11.67,Urban,Flatbed,Intermediate,Evening,3,108.33,Gasoline,37.22,6.5,0.36,7.18,78.43,0.64,0.49,1201.59,1,1
CLE/BOI,LL3414,1441608,8.6,2023-10-13,4.5,2380.89,1116.04,Snow,Light,1.08,Very Satisfied,3.6,105.9,1612.2,Oversized,3.93,Suburban,Box Truck,Intermediate,Afternoon,1,77.34,Diesel,21.13,16.84,1.31,6.3,1699.73,2.96,0.71,3458.75,1,1
MIA/ORD,PO1172,5507333,6.83,2023-12-02,4.0,1816.05,2009.45,Snow,Moderate,4.41,Very Satisfied,4.99,181.03,1662.87,Fragile,5.23,Urban,Box Truck,Senior,Morning,2,34.14,Gasoline,1.32,15.2,0.51,7.84,926.05,1.01,0.51,2787.48,0,0
PHX/DFW,DG4329,7119257,1.05,2023-10-03,3.5,498.2,908.67,Fog,Moderate,3.65,Satisfied,4.94,146.49,858.99,Oversized,0.72,Interstate,Box Truck,Junior,Morning,3,172.88,Diesel,43.29,0.06,0.99,6.61,263.89,1.72,0.53,1314.45,3,3
LAS/LAX,AG4636,8166812,1.93,2023-04-27,3.5,2961.94,870.94,Heavy Rain,Light,3.66,Very Dissatisfied,0.49,114.4,1051.76,Perishable,9.8,Urban,Flatbed,Senior,Afternoon,3,46.54,Gasoline,11.85,8.36,0.51,6.82,1520.51,0.89,0.51,2707.77,3,3
BOS/STL,OK2315,5521069,3.26,2023-05-12,3.5,1559.2,2388.43,Light Rain,Light,4.43,Satisfied,4.78,144.74,1770.08,Fragile,18.1,Suburban,Box Truck,Intermediate,Afternoon,2,146.42,Gasoline,49.73,25.29,0.33,6.23,875.43,0.57,0.56,2865.84,1,1
MSP/DCA,OO6840,7095764,1.68,2023-05-21,4.0,2784.46,2008.54,Clear,Moderate,1.92,Dissatisfied,3.92,131.32,773.85,Fragile,13.47,Urban,Semi,Senior,Evening,4,109.25,Gasoline,13.65,5.83,1.64,6.37,1747.97,3.27,0.63,2675.89,2,0
BNA/ATL,AY3687,8643672,8.89,2023-03-13,4.0,1956.22,620.91,Clear,Severe,3.43,Very Dissatisfied,2.7,70.87,1778.69,Perishable,18.85,Urban,Semi,Intermediate,Overnight,3,101.04,Diesel,40.31,28.39,0.9,6.49,1205.01,1.79,0.62,3125.06,2,0
JFK/MIA,DK8994,9203969,5.94,2023-07-05,4.0,1096.76,1664.58,Fog,Light,1.41,Very Dissatisfied,4.69,150.5,1435.48,Standard,16.0,Interstate,Flatbed,Intermediate,Afternoon,3,105.14,Gasoline,19.57,6.67,0.73,6.33,693.06,1.46,0.63,2306.74,0,0
SLC/STL,MJ1232,1895056,8.64,2023-08-09,4.0,1108.71,1218.56,Light Rain,Moderate,3.99,Dissatisfied,3.62,77.19,1499.8,Perishable,1.75,Interstate,Box Truck,Junior,Morning,3,142.23,Gasoline,26.05,8.58,0.44,6.62,670.2,0.89,0.6,2282.7,0,0
SAN/LAX,DH6161,1268836,4.8,2023-09-28,4.0,1643.62,1609.63,Light Rain,Severe,4.69,Very Dissatisfied,2.67,81.73,1019.44,Oversized,6.08,Suburban,Semi,Intermediate,Morning,2,188.57,Diesel,32.59,8.86,1.78,7.87,835.26,3.56,0.51,1981.44,3,3
